Data as of,Start Date,End Date,State,County Name,Urban Rural Code,FIPS State,FIPS County,FIPS Code,Indicator,Total deaths,COVID-19 Deaths,Non-Hispanic White,Non-Hispanic Black,Non-Hispanic American Indian or Alaska Native,Non-Hispanic Asian,Non-Hispanic Native Hawaiian or Other Pacific Islander,Hispanic,Other,Urban Rural Description,Footnote
11/09/2022,01/01/2020,11/05/2022,AR,Faulkner County,3,5,45,5045,Distribution of all-cause deaths (%),3568,462,0.898,0.078,0.004,0.004,,0.013,0.003,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Faulkner County,3,5,45,5045,Distribution of COVID-19 deaths (%),3568,462,0.881,0.089,,,,0.022,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Faulkner County,3,5,45,5045,Distribution of population (%),3568,462,0.795,0.122,0.005,0.012,0.001,0.043,0.021,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,Garland County,4,5,51,5051,Distribution of all-cause deaths (%),5876,748,0.894,0.076,,0.003,,0.015,0.01,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Garland County,4,5,51,5051,Distribution of COVID-19 deaths (%),5876,748,0.856,0.1,,,,0.033,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Garland County,4,5,51,5051,Distribution of population (%),5876,748,0.814,0.086,0.006,0.008,0.001,0.061,0.023,Small metro,
11/09/2022,01/01/2020,11/05/2022,AR,Independence County,5,5,63,5063,Distribution of all-cause deaths (%),1882,329,0.965,0.018,,,,0.012,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Independence County,5,5,63,5063,Distribution of COVID-19 deaths (%),1882,329,0.948,,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Independence County,5,5,63,5063,Distribution of population (%),1882,329,0.878,0.023,0.004,0.008,0.001,0.069,0.017,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AR,Jefferson County,4,5,69,5069,Distribution of all-cause deaths (%),2671,294,0.513,0.471,,,,0.01,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Jefferson County,4,5,69,5069,Distribution of COVID-19 deaths (%),2671,294,0.48,0.48,,,,,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Jefferson County,4,5,69,5069,Distribution of population (%),2671,294,0.378,0.573,0.003,0.009,0.001,0.023,0.012,Small metro,
11/09/2022,01/01/2020,11/05/2022,AR,Polk County,6,5,113,5113,Distribution of all-cause deaths (%),692,111,0.973,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Polk County,6,5,113,5113,Distribution of COVID-19 deaths (%),692,111,0.91,,,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Polk County,6,5,113,5113,Distribution of population (%),692,111,0.88,0.005,0.018,0.009,0.001,0.064,0.022,Noncore,
11/09/2022,01/01/2020,11/05/2022,AR,Pope County,5,5,115,5115,Distribution of all-cause deaths (%),2005,156,0.957,0.022,,,,0.017,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Pope County,5,5,115,5115,Distribution of COVID-19 deaths (%),2005,156,0.897,,,,,0.064,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Pope County,5,5,115,5115,Distribution of population (%),2005,156,0.833,0.031,0.007,0.012,0,0.097,0.02,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AR,Pulaski County,3,5,119,5119,Distribution of all-cause deaths (%),21033,2425,0.7,0.273,0.002,0.005,0.001,0.017,0.003,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,Pulaski County,3,5,119,5119,Distribution of COVID-19 deaths (%),21033,2425,0.661,0.292,,0.007,,0.035,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Pulaski County,3,5,119,5119,Distribution of population (%),21033,2425,0.51,0.379,0.003,0.023,0,0.063,0.021,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,Saline County,3,5,125,5125,Distribution of all-cause deaths (%),3055,258,0.935,0.047,,0.004,,0.011,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Saline County,3,5,125,5125,Distribution of COVID-19 deaths (%),3055,258,0.888,0.089,,,,,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Saline County,3,5,125,5125,Distribution of population (%),3055,258,0.827,0.085,0.005,0.013,0,0.055,0.015,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,Sebastian County,3,5,131,5131,Distribution of all-cause deaths (%),7333,1068,0.887,0.04,0.016,0.015,,0.025,0.017,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Sebastian County,3,5,131,5131,Distribution of COVID-19 deaths (%),7333,1068,0.854,0.027,0.032,0.016,,0.05,0.02,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Sebastian County,3,5,131,5131,Distribution of population (%),7333,1068,0.684,0.067,0.019,0.046,0.001,0.149,0.033,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,Union County,5,5,139,5139,Distribution of all-cause deaths (%),1601,172,0.685,0.305,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Union County,5,5,139,5139,Distribution of COVID-19 deaths (%),1601,172,0.651,0.331,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Union County,5,5,139,5139,Distribution of population (%),1601,172,0.605,0.328,0.004,0.007,0,0.041,0.014,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AR,Washington County,3,5,143,5143,Distribution of all-cause deaths (%),7489,866,0.903,0.019,0.01,0.009,0.018,0.039,0.003,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,Washington County,3,5,143,5143,Distribution of COVID-19 deaths (%),7489,866,0.831,0.015,0.022,,0.039,0.077,,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,Washington County,3,5,143,5143,Distribution of population (%),7489,866,0.7,0.035,0.011,0.025,0.029,0.172,0.026,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AR,White County,5,5,145,5145,Distribution of all-cause deaths (%),3087,387,0.947,0.04,,,,0.007,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,White County,5,5,145,5145,Distribution of COVID-19 deaths (%),3087,387,0.922,0.067,,,,,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AR,White County,5,5,145,5145,Distribution of population (%),3087,387,0.875,0.044,0.006,0.008,0.001,0.046,0.02,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AZ,Apache County,6,4,1,4001,Distribution of all-cause deaths (%),1642,166,0.283,,0.643,,,0.054,0.013,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Apache County,6,4,1,4001,Distribution of COVID-19 deaths (%),1642,166,0.102,,0.861,,,,,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Apache County,6,4,1,4001,Distribution of population (%),1642,166,0.181,0.005,0.728,0.004,0.001,0.068,0.014,Noncore,
11/09/2022,01/01/2020,11/05/2022,AZ,Cochise County,4,4,3,4003,Distribution of all-cause deaths (%),3438,276,0.737,0.022,,0.01,,0.197,0.031,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Cochise County,4,4,3,4003,Distribution of COVID-19 deaths (%),3438,276,0.649,,,,,0.272,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Cochise County,4,4,3,4003,Distribution of population (%),3438,276,0.548,0.039,0.008,0.021,0.003,0.355,0.026,Small metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Coconino County,4,4,5,4005,Distribution of all-cause deaths (%),3748,467,0.491,0.012,0.382,0.006,,0.087,0.022,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Coconino County,4,4,5,4005,Distribution of COVID-19 deaths (%),3748,467,0.261,,0.612,,,0.107,,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Coconino County,4,4,5,4005,Distribution of population (%),3748,467,0.54,0.013,0.255,0.02,0.001,0.146,0.025,Small metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Gila County,5,4,7,4007,Distribution of all-cause deaths (%),2201,242,0.745,,0.137,0.005,,0.095,0.013,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Gila County,5,4,7,4007,Distribution of COVID-19 deaths (%),2201,242,0.645,,0.207,,,0.124,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Gila County,5,4,7,4007,Distribution of population (%),2201,242,0.617,0.006,0.164,0.008,0.001,0.192,0.012,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AZ,Graham County,5,4,9,4009,Distribution of all-cause deaths (%),1028,115,0.614,,0.125,,,0.234,0.015,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Graham County,5,4,9,4009,Distribution of COVID-19 deaths (%),1028,115,0.574,,,,,0.339,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Graham County,5,4,9,4009,Distribution of population (%),1028,115,0.51,0.015,0.118,0.007,0.001,0.335,0.013,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AZ,Maricopa County,1,4,13,4013,Distribution of all-cause deaths (%),130111,18036,0.71,0.051,0.031,0.019,0.002,0.166,0.02,Large central metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Maricopa County,1,4,13,4013,Distribution of COVID-19 deaths (%),130111,18036,0.563,0.046,0.073,0.023,0.003,0.274,0.019,Large central metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Maricopa County,1,4,13,4013,Distribution of population (%),130111,18036,0.541,0.057,0.016,0.045,0.002,0.315,0.023,Large central metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Mohave County,4,4,15,4015,Distribution of all-cause deaths (%),11094,1273,0.874,0.009,0.014,0.007,0.001,0.069,0.026,Small metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Mohave County,4,4,15,4015,Distribution of COVID-19 deaths (%),11094,1273,0.808,0.011,0.031,0.01,,0.118,0.019,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Mohave County,4,4,15,4015,Distribution of population (%),11094,1273,0.764,0.011,0.02,0.012,0.002,0.172,0.019,Small metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Navajo County,5,4,17,4017,Distribution of all-cause deaths (%),3379,413,0.601,0.007,0.298,,,0.069,0.022,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Navajo County,5,4,17,4017,Distribution of COVID-19 deaths (%),3379,413,0.574,,0.32,,,0.085,,Micropolitan,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Navajo County,5,4,17,4017,Distribution of population (%),3379,413,0.419,0.008,0.429,0.006,0.001,0.119,0.018,Micropolitan,
11/09/2022,01/01/2020,11/05/2022,AZ,Pima County,3,4,19,4019,Distribution of all-cause deaths (%),37905,4515,0.683,0.029,0.026,0.012,0.001,0.229,0.02,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Pima County,3,4,19,4019,Distribution of COVID-19 deaths (%),37905,4515,0.538,0.025,0.044,0.012,,0.365,0.015,Medium metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Pima County,3,4,19,4019,Distribution of population (%),37905,4515,0.509,0.035,0.024,0.03,0.001,0.38,0.02,Medium metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Pinal County,2,4,21,4021,Distribution of all-cause deaths (%),8367,719,0.719,0.038,0.046,0.008,0.002,0.168,0.02,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Pinal County,2,4,21,4021,Distribution of COVID-19 deaths (%),8367,719,0.594,0.031,0.068,,,0.273,0.022,Large fringe metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Pinal County,2,4,21,4021,Distribution of population (%),8367,719,0.558,0.048,0.043,0.017,0.003,0.31,0.021,Large fringe metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Yavapai County,4,4,25,4025,Distribution of all-cause deaths (%),10117,1033,0.9,0.004,0.017,0.005,,0.058,0.016,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Yavapai County,4,4,25,4025,Distribution of COVID-19 deaths (%),10117,1033,0.847,,0.044,0.011,,0.079,0.016,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Yavapai County,4,4,25,4025,Distribution of population (%),10117,1033,0.798,0.008,0.014,0.011,0.001,0.15,0.018,Small metro,
11/09/2022,01/01/2020,11/05/2022,AZ,Yuma County,4,4,27,4027,Distribution of all-cause deaths (%),6185,1123,0.55,0.013,0.018,0.005,,0.392,0.02,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Yuma County,4,4,27,4027,Distribution of COVID-19 deaths (%),6185,1123,0.344,,0.026,,,0.61,0.011,Small metro,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
11/09/2022,01/01/2020,11/05/2022,AZ,Yuma County,4,4,27,4027,Distribution of population (%),6185,1123,0.3,0.019,0.01,0.011,0.001,0.647,0.012,Small metro,
11/09/2022,01/01/2020,11/05/2022,CA,Alameda County,1,6,1,6001,Distribution of all-cause deaths (%),32138,2357,0.436,0.192,0.003,0.204,0.01,0.136,0.018,Large central metro,
11/09/2022,01/01/2020,11/05/2022,CA,Alameda County,1,6,1,6001,Distribution of COVID-19 deaths (%),32138,2357,0.293,0.2,0.005,0.216,0.018,0.252,0.017,Large central metro,
11/09/2022,01/01/2020,11/05/2022,CA,Alameda County,1,6,1,6001,Distribution of population (%),32138,2357,0.3,0.1,0.002,0.325,0.008,0.222,0.043,Large central metro,
11/09/2022,01/01/2020,11/05/2022,CA,Amador County,6,6,5,6005,Distribution of all-cause deaths (%),1233,101,0.894,,0.015,0.012,,0.056,0.014,Noncore,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
